Symbol,Open,High,Low,Last Traded Price,Change,%Change,Traded Volume(lacs),Traded Value(crs),52 Week High,52 Week Low,365 Days % Change,30 Days % Change
"NH","574.00","590.00","572.20","574.10","0.45","0.08","1.76","10.24","626.70","372.55","50.88","4.40"
"DHANUKA","750.00","761.05","748.05","750.00","0.45","0.06","0.23","1.77","1,053.90","658.00","1.46","-3.17"
"FINPIPE","204.00","206.15","204.00","205.00","0.10","0.05","6.51","13.35","244.50","114.40","-68.59","-10.03"
"ANURAS","824.50","829.95","817.80","822.95","0.40","0.05","0.63","5.22","877.80","474.00","-","-"
"NAZARA","2,329.15","2,355.00","2,310.00","2,330.00","0.85","0.04","0.15","3.43","3,356.00","1,432.00","-","-"
"PERSISTENT","4,335.15","4,358.90","4,290.00","4,339.90","1.75","0.04","1.19","51.40","4,439.85","1,185.00","260.11","4.90"
"ALKYLAMINE","3,241.30","3,255.00","3,201.10","3,218.00","1.10","0.03","0.20","6.58","4,749.00","1,389.32","-17.11","-4.11"
"SCI","150.40","152.40","148.15","149.65","0.05","0.03","15.38","23.00","160.20","69.65","103.05","10.32"
"PFIZER","4,893.50","4,908.90","4,857.00","4,870.00","1.65","0.03","0.16","7.61","6,175.00","4,330.00","-8.37","-7.07"
"SOLARA","1,160.00","1,174.90","1,141.10","1,149.50","0.30","0.03","0.32","3.64","1,859.95","1,001.10","-6.79","-16.35"
"MGL","913.90","921.20","911.55","914.05","0.10","0.01","6.66","61.11","1,284.40","887.10","-11.97","-10.39"
"BRIGADE","492.50","496.10","488.00","494.50","0.05","0.01","1.75","8.62","528.80","219.80","113.88","0.08"
"CHAMBLFERT","401.80","408.75","393.70","401.00","0.00","0.00","15.01","60.47","451.00","200.35","89.37","12.37"
"SPICEJET","69.85","70.75","69.10","70.45","0.00","0.00","23.63","16.61","108.00","59.40","-24.85","-5.25"
"ABFRL","271.70","274.35","270.70","271.25","0.00","0.00","9.34","25.44","310.00","144.00","68.22","-11.28"
"L&TFH","80.40","80.95","79.60","80.70","0.00","0.00","38.14","30.61","113.40","72.35","-12.23","-6.81"
"UTIAMC","1,010.00","1,024.05","979.00","1,007.00","-0.25","-0.02","6.62","66.62","1,216.20","505.00","78.36","-12.90"
"TATAPOWER","226.40","229.90","225.40","227.65","-0.05","-0.02","263.63","600.21","267.85","66.40","211.21","-5.89"
"FDC","296.00","300.45","293.00","294.80","-0.05","-0.02","1.79","5.30","404.90","255.20","-17.61","-9.67"
"REDINGTON","156.10","159.45","154.10","155.25","-0.05","-0.03","66.71","104.48","179.00","62.13","16.95","7.22"
"SUPPETRO","728.90","729.00","713.30","720.35","-0.20","-0.03","0.68","4.90","818.75","325.70","96.55","5.36"
"LICHSGFIN","393.90","394.75","389.40","394.05","-0.15","-0.04","13.15","51.61","542.45","334.50","10.32","-9.13"
"TRITURBINE","183.50","187.35","182.85","184.25","-0.10","-0.05","1.93","3.56","229.10","74.00","126.91","-12.53"
"VOLTAS","1,250.00","1,262.15","1,244.50","1,250.00","-0.75","-0.06","4.55","56.96","1,356.90","768.40","54.68","-0.16"
"CENTURYPLY","635.00","644.15","633.40","635.15","-0.40","-0.06","0.86","5.52","712.90","206.00","182.92","-3.71"
"EIDPARRY","474.00","479.00","469.50","475.60","-0.35","-0.07","0.98","4.65","532.90","302.50","44.71","-5.50"
"BALRAMCHIN","334.95","339.50","332.10","334.45","-0.25","-0.07","5.02","16.87","398.00","155.55","101.29","2.29"
"KNRCON","290.80","291.65","287.15","290.50","-0.20","-0.07","1.43","4.14","343.90","145.55","-4.68","-3.63"
"NLCINDIA","61.20","62.30","61.05","61.20","-0.05","-0.08","11.69","7.19","80.10","46.20","12.50","-7.97"
"GSFC","119.10","121.40","118.60","119.35","-0.10","-0.08","10.62","12.76","150.75","66.00","54.60","-10.80"
"INDIAMART","7,320.00","7,440.00","7,265.05","7,282.00","-6.70","-0.09","0.92","67.26","9,950.00","4,911.00","37.18","0.96"
"3MINDIA","25,400.00","25,588.00","25,200.00","25,300.00","-23.35","-0.09","0.01","1.59","31,000.00","18,777.00","12.19","-7.05"
"INDHOTEL","203.90","206.50","201.40","203.70","-0.20","-0.10","42.01","85.69","230.49","91.02","54.44","-7.35"
"ERIS","728.05","733.75","716.80","728.90","-0.75","-0.10","1.16","8.40","863.00","473.50","36.28","-8.14"
"PRSMJOHNSN","132.05","134.00","129.30","131.90","-0.15","-0.11","2.14","2.82","149.45","79.00","48.87","-3.30"
"SANOFI","7,669.90","7,709.00","7,641.00","7,650.00","-9.50","-0.12","0.19","14.25","9,285.00","7,056.55","-4.18","-4.38"
"INDIACEM","193.35","194.95","191.70","192.50","-0.25","-0.13","10.67","20.60","232.00","134.10","25.78","-13.72"
"TRENT","1,040.00","1,040.00","1,025.00","1,036.00","-1.45","-0.14","2.32","23.97","1,209.95","585.00","51.64","-8.11"
"MIDHANI","186.95","187.90","184.30","185.95","-0.30","-0.16","0.97","1.80","221.85","174.00","-8.83","-6.37"
"RECLTD","135.15","136.95","134.20","136.50","-0.25","-0.18","91.20","123.32","168.85","122.15","0.48","-10.64"
"INDIGOPNTS","2,069.85","2,085.00","2,062.35","2,066.00","-3.85","-0.19","0.18","3.73","3,329.95","2,050.00","-","-"
"IRCTC","851.00","869.95","850.00","855.20","-1.65","-0.19","43.59","374.97","1,279.26","267.29","-47.14","-0.09"
"COCHINSHIP","350.50","351.65","348.00","348.50","-0.75","-0.21","0.88","3.07","433.90","336.10","-2.75","-4.30"
"ROSSARI","1,373.00","1,382.00","1,348.00","1,360.00","-3.10","-0.23","0.36","4.88","1,619.00","805.00","62.83","-2.13"
"ELGIEQUIP","309.00","315.30","305.90","306.95","-0.70","-0.23","2.97","9.26","321.00","133.65","107.54","39.90"
"ABCAPITAL","125.20","126.20","122.70","124.15","-0.30","-0.24","62.31","77.64","139.70","76.00","28.99","10.11"
"MHRIL","211.90","213.70","208.90","209.90","-0.50","-0.24","2.37","4.98","267.50","124.00","-1.43","-14.29"
"NOCIL","241.05","243.70","239.10","239.75","-0.60","-0.25","3.86","9.30","321.30","135.00","68.78","-8.18"
"MPHASIS","3,110.00","3,150.00","3,107.00","3,125.00","-7.95","-0.25","1.98","61.97","3,659.75","1,301.00","137.47","-7.36"
"VGUARD","243.90","243.90","235.50","238.00","-0.60","-0.25","1.83","4.36","285.00","177.95","25.96","-8.55"
"KPITTECH","500.35","505.55","495.15","500.00","-1.40","-0.28","6.11","30.50","531.00","104.35","344.25","33.89"
"RBLBANK","197.20","199.25","195.75","198.50","-0.55","-0.28","51.84","102.33","274.30","155.60","-16.17","-8.63"
"GODFRYPHLP","1,255.00","1,255.00","1,224.90","1,232.80","-3.55","-0.29","0.12","1.44","1,408.75","841.50","21.20","-4.99"
"RELAXO","1,300.40","1,300.40","1,281.90","1,290.00","-3.70","-0.29","1.81","23.33","1,448.00","719.15","78.67","-7.48"
"RAIN","220.40","222.00","219.00","219.90","-0.65","-0.29","11.96","26.36","272.75","110.55","61.63","-0.81"
"SONATSOFTW","837.05","843.55","826.00","830.40","-2.45","-0.29","0.84","7.03","1,024.90","340.00","134.71","-4.92"
"KARURVYSYA","50.95","51.45","49.90","50.60","-0.15","-0.30","30.27","15.35","64.55","38.40","13.45","-9.48"
"RHIM","351.90","358.80","347.35","351.45","-1.10","-0.31","0.74","2.61","407.00","196.75","-","-"
"KAJARIACER","1,181.50","1,181.50","1,159.50","1,174.00","-3.70","-0.31","0.61","7.12","1,355.00","650.10","77.85","-4.49"
"ASHOKA","97.15","98.80","96.75","96.80","-0.30","-0.31","13.56","13.24","125.00","76.20","1.36","-12.44"
"MAHLOG","690.00","695.00","684.25","690.00","-2.20","-0.32","0.26","1.78","821.00","370.05","74.82","-2.23"
"ANGELONE","1,130.00","1,140.00","1,125.00","1,127.00","-3.70","-0.33","1.21","13.73","1,689.00","286.35","-","-"
"QUESS","835.00","844.50","825.20","831.90","-2.75","-0.33","0.34","2.80","989.90","413.65","68.37","-5.21"
"CGCL","507.75","515.15","503.00","504.15","-1.65","-0.33","0.17","0.88","579.50","287.00","71.16","1.25"
"MOIL","173.30","174.65","171.20","172.50","-0.60","-0.35","2.46","4.25","207.95","129.50","20.00","-0.06"
"JUBLINGREA","602.80","607.00","596.00","599.50","-2.25","-0.37","1.98","11.94","838.75","241.30","-","-"
"GPPL","101.95","102.40","100.90","101.55","-0.40","-0.39","3.66","3.73","124.30","85.55","8.84","-11.23"
"BASF","2,904.95","2,904.95","2,835.20","2,872.00","-11.10","-0.39","0.22","6.17","3,930.00","1,486.30","76.89","-8.35"
"TVSMOTOR","685.00","691.00","678.55","681.90","-2.75","-0.40","10.66","73.03","813.95","445.50","36.93","-6.77"
"CROMPTON","440.00","440.00","433.70","436.90","-1.75","-0.40","14.34","62.66","512.80","320.50","29.32","-5.40"
"HINDZINC","368.00","368.25","363.30","365.70","-1.50","-0.41","13.46","49.14","408.60","224.80","50.40","15.36"
"STARCEMENT","97.90","97.90","96.50","96.50","-0.40","-0.41","0.79","0.77","120.00","75.35","-0.31","-7.66"
"HEIDELBERG","226.90","228.90","224.50","225.95","-0.95","-0.42","0.81","1.83","284.95","200.40","6.53","-10.85"
"GMMPFAUDLR","4,619.70","4,645.00","4,522.55","4,580.00","-19.85","-0.43","0.10","4.79","5,435.00","3,469.45","22.28","-5.06"
"IIFL","310.70","314.50","306.10","308.00","-1.35","-0.44","13.96","43.36","374.90","100.40","168.64","-12.26"
"LAOPALA","423.50","434.40","416.50","419.95","-2.00","-0.47","4.31","18.36","450.90","200.25","82.63","17.96"
"POWERINDIA","2,633.25","2,668.00","2,590.00","2,604.00","-12.95","-0.49","0.22","5.73","2,855.00","1,165.50","118.18","12.68"
"AARTIIND","978.55","981.75","967.00","974.90","-5.20","-0.53","2.14","20.86","1,168.00","536.28","-22.26","2.21"
"BALAMINES","3,317.35","3,339.00","3,277.00","3,299.40","-17.95","-0.54","0.39","12.90","5,223.55","850.00","250.59","0.87"
"VBL","895.00","898.20","880.70","888.95","-4.95","-0.55","2.21","19.66","1,016.00","569.37","-2.02","-7.99"
"MRF","74,055.00","75,000.00","74,000.00","74,250.00","-418.55","-0.56","0.05","35.92","98,599.95","72,954.80","-5.26","-5.42"
"JSLHISAR","316.70","321.90","315.00","318.00","-1.90","-0.59","0.75","2.38","358.80","109.05","147.76","-5.74"
"LTTS","5,380.00","5,409.80","5,236.95","5,353.00","-31.60","-0.59","1.51","80.59","5,820.80","1,803.00","190.90","5.09"
"PGHL","5,262.00","5,375.05","5,211.35","5,269.90","-31.85","-0.60","0.04","2.12","7,500.00","4,903.00","-21.51","-2.48"
"IDEA","16.55","16.80","16.20","16.30","-0.10","-0.61","5,364.64","884.63","16.80","4.55","65.48","56.73"
"SUVENPHAR","517.50","519.85","506.20","515.00","-3.20","-0.62","0.93","4.80","590.00","385.00","29.98","1.92"
"VTL","1,989.95","1,999.50","1,952.10","1,968.70","-12.65","-0.64","0.22","4.44","2,167.35","951.00","101.28","-5.48"
"NAM-INDIA","374.90","376.75","369.15","370.50","-2.45","-0.66","7.02","26.06","476.45","270.00","22.70","-13.85"
"ESCORTS","1,879.95","1,879.95","1,855.20","1,866.00","-12.60","-0.67","7.57","141.29","1,897.95","1,100.00","34.32","18.80"
"ENDURANCE","1,801.40","1,803.95","1,779.75","1,780.00","-12.40","-0.69","0.29","5.13","1,989.00","1,125.25","52.16","-3.99"
"PNBHOUSING","586.70","588.05","573.00","584.00","-4.10","-0.70","4.81","27.92","925.00","317.55","54.68","23.68"
"GICRE","141.15","141.95","139.80","140.20","-1.00","-0.71","4.96","6.97","244.20","116.60","-3.34","0.29"
"MCX","1,747.00","1,779.80","1,730.25","1,734.00","-12.55","-0.72","8.42","147.71","2,135.00","1,432.30","3.21","-5.70"
"CESC","88.50","90.45","87.25","87.85","-0.65","-0.73","31.78","28.14","102.45","56.11","-86.07","-3.78"
"DCMSHRIRAM","1,006.00","1,007.90","979.10","989.95","-7.30","-0.73","0.29","2.86","1,250.00","370.15","154.36","-4.94"
"FINEORG","3,711.00","3,740.00","3,650.00","3,668.00","-27.70","-0.75","0.14","5.04","3,888.00","2,127.15","44.51","9.30"
"AUBANK","1,167.00","1,171.00","1,146.25","1,156.15","-9.00","-0.77","4.80","55.85","1,389.85","720.45","25.82","-6.72"
"NCC","76.90","77.55","75.40","76.35","-0.60","-0.78","21.71","16.57","99.85","47.40","32.78","-5.62"
"ABBOTINDIA","18,900.00","18,981.45","18,640.00","18,708.50","-151.00","-0.80","0.07","13.04","23,934.45","13,959.80","21.49","-6.79"
"JKPAPER","216.25","216.85","211.45","214.75","-1.80","-0.83","4.16","8.88","284.90","98.00","107.39","-6.00"
"JINDALSAW","106.65","109.40","105.20","105.70","-0.90","-0.84","12.00","12.82","147.60","67.50","43.52","-6.09"
"NESCO","595.70","605.65","594.65","595.65","-5.05","-0.84","0.32","1.90","696.80","465.00","7.77","-4.57"
"RAILTEL","122.50","123.30","122.15","122.40","-1.05","-0.85","4.31","5.28","189.70","101.00","-","-"
"VMART","3,716.50","3,770.00","3,605.55","3,675.00","-31.55","-0.85","0.14","5.32","4,848.80","2,221.00","55.11","-10.38"
"SHRIRAMCIT","2,045.00","2,055.20","2,012.35","2,030.00","-17.55","-0.86","0.14","2.78","2,602.00","863.65","85.88","-7.31"
"KEC","445.30","451.05","435.90","438.50","-3.85","-0.87","2.41","10.69","550.00","317.55","18.11","-6.20"
"CAMS","2,928.95","2,933.40","2,895.00","2,896.00","-25.75","-0.88","1.25","36.30","4,067.40","1,458.25","96.96","-3.46"
"MASTEK","2,800.00","2,824.70","2,742.10","2,765.95","-25.05","-0.90","0.37","10.22","3,669.00","802.20","158.50","-4.39"
"COROMANDEL","773.90","773.90","757.30","762.90","-7.00","-0.91","1.31","10.00","956.00","711.00","-3.41","-3.56"
"FINCABLES","591.45","596.55","579.95","581.95","-5.35","-0.91","2.01","11.76","608.60","308.00","65.75","18.23"
"MINDTREE","4,590.00","4,624.00","4,526.00","4,570.00","-42.10","-0.91","5.36","244.76","5,060.00","1,399.70","213.87","-5.10"
"ALEMBICLTD","105.00","106.80","101.70","103.50","-0.95","-0.91","1.79","1.86","143.30","90.35","0.15","-5.61"
"PFC","123.50","124.15","122.35","123.35","-1.15","-0.92","43.67","53.76","153.75","104.10","4.18","-11.29"
"EDELWEISS","76.65","76.65","74.50","75.80","-0.70","-0.92","15.52","11.70","100.90","56.70","-1.37","-8.95"
"POLYMED","989.00","1,005.00","965.00","980.00","-9.15","-0.93","0.76","7.43","1,165.00","449.25","87.08","8.04"
"SKFINDIA","4,029.40","4,047.00","3,886.30","3,942.00","-37.45","-0.94","0.31","12.20","4,164.00","1,552.30","137.32","0.05"
"CYIENT","1,004.70","1,007.00","978.20","990.40","-9.60","-0.96","0.98","9.75","1,292.00","442.10","107.85","-13.10"
"VALIANTORG","1,082.00","1,098.00","1,080.55","1,081.00","-10.60","-0.97","0.22","2.40","1,991.00","1,003.50","-64.81","-17.30"
"TIINDIA","1,678.00","1,678.00","1,655.00","1,658.00","-16.45","-0.98","0.43","7.24","1,798.00","750.10","106.90","-0.07"
"AJANTPHARM","2,123.90","2,132.00","2,102.00","2,103.00","-20.90","-0.98","0.22","4.71","2,435.00","1,531.95","25.15","-2.33"
"JCHAC","1,958.00","1,982.95","1,940.60","1,945.30","-19.35","-0.98","0.05","1.02","2,940.00","1,774.80","-13.72","-7.97"
"BEL","207.60","210.85","205.10","205.70","-2.05","-0.99","60.92","125.94","228.00","106.35","75.89","-6.84"
"RADICO","1,120.00","1,120.35","1,091.95","1,107.00","-11.15","-1.00","1.43","15.79","1,214.80","422.00","139.69","-0.02"
"CANFINHOME","609.00","609.00","600.00","602.35","-6.35","-1.04","4.23","25.51","722.00","430.00","25.31","-7.68"
"STAR","466.00","467.80","458.15","459.30","-4.85","-1.04","30.66","141.36","999.00","458.15","-46.02","-16.64"
"MAZDOCK","268.90","270.95","265.90","268.00","-2.85","-1.05","2.24","6.02","321.00","188.00","36.80","-14.09"
"NATIONALUM","99.50","101.25","97.65","98.75","-1.05","-1.05","266.32","264.37","127.95","37.35","134.56","-3.19"
"DBL","563.00","568.75","558.45","561.00","-5.95","-1.05","0.90","5.05","749.80","341.00","37.48","-6.16"
"POONAWALLA","213.90","217.10","210.40","211.80","-2.30","-1.07","25.77","54.94","226.80","35.75","-","-"
"JUSTDIAL","830.00","897.40","817.45","832.95","-9.20","-1.09","59.36","509.97","1,138.00","562.50","34.07","7.27"
"WHIRLPOOL","1,940.00","1,958.45","1,906.60","1,920.80","-21.90","-1.13","3.81","73.54","2,787.00","1,812.30","-9.38","-16.46"
"LALPATHLAB","3,515.00","3,556.85","3,483.00","3,500.00","-40.75","-1.15","1.27","44.65","4,245.50","2,108.00","60.29","-3.98"
"SUNTECK","439.50","444.20","432.00","435.00","-5.15","-1.17","3.42","15.04","524.40","250.00","33.07","-10.95"
"WABCOINDIA","7,986.00","8,080.05","7,930.00","7,940.00","-93.80","-1.17","0.01","0.89","8,725.70","5,262.00","38.03","-0.22"
"HATSUN","1,331.90","1,347.85","1,328.00","1,328.00","-16.10","-1.20","0.11","1.46","1,525.95","643.55","57.64","-2.67"
"SUNDARMFIN","2,314.00","2,314.00","2,269.80","2,277.00","-28.90","-1.25","0.07","1.49","2,868.00","1,651.50","26.44","-8.83"
"ALKEM","3,451.10","3,516.65","3,396.05","3,414.00","-43.55","-1.26","3.55","123.20","4,070.00","2,540.05","17.46","-4.73"
"BLUEDART","6,565.00","6,583.40","6,431.50","6,464.00","-83.40","-1.27","0.29","18.91","7,275.00","3,709.00","65.92","-8.26"
"CHALET","239.00","242.75","236.55","238.00","-3.15","-1.31","1.68","4.02","292.80","122.65","19.93","-8.09"
"AIAENG","1,867.70","1,908.35","1,859.90","1,860.05","-24.80","-1.32","0.18","3.47","2,234.00","1,781.00","-9.01","-2.42"
"BSOFT","484.00","485.00","476.90","478.30","-6.50","-1.34","13.61","65.47","513.95","194.15","131.90","10.11"
"EPL","207.00","207.00","203.60","203.80","-2.80","-1.36","4.70","9.59","291.95","192.05","-21.45","-9.90"
"IIFLWAM","1,491.50","1,508.75","1,452.65","1,470.75","-20.75","-1.39","0.87","12.97","1,785.40","961.00","44.90","-7.42"
"INDOCO","435.00","443.80","428.05","430.00","-6.15","-1.41","1.03","4.47","530.25","252.00","47.16","-3.89"
"SCHNEIDER","114.95","115.85","110.55","112.70","-1.65","-1.44","5.26","5.93","147.15","76.90","28.36","-8.67"
"ZENSARTECH","446.15","452.05","436.50","439.70","-6.45","-1.45","7.64","33.73","587.00","200.00","68.82","-5.30"
"DHANI","167.60","169.00","164.60","164.95","-2.50","-1.49","15.71","26.10","395.95","155.10","-42.97","-9.42"
"INGERRAND","1,241.00","1,270.00","1,227.00","1,235.00","-19.00","-1.52","0.17","2.07","1,350.00","610.05","89.56","6.50"
"PVR","1,490.00","1,498.00","1,460.00","1,465.00","-23.20","-1.56","8.31","122.78","1,839.00","988.35","-1.55","-18.29"
"ROUTE","1,870.40","1,873.70","1,838.00","1,843.50","-31.10","-1.66","1.29","23.90","2,389.00","1,010.00","54.09","-6.50"
"DALBHARAT","1,871.00","1,913.85","1,866.65","1,880.60","-32.65","-1.71","2.08","39.36","2,548.40","945.00","74.43","-11.81"
"ITI","117.00","118.25","116.25","116.60","-2.05","-1.73","3.84","4.50","143.80","102.00","-11.33","-4.31"
"SWSOLAR","398.00","401.05","388.35","391.50","-7.05","-1.77","6.85","26.93","509.10","183.50","48.13","-11.67"
"BHARATRAS","10,375.00","10,623.20","10,301.90","10,301.90","-190.15","-1.81","0.02","1.58","15,131.70","8,700.00","6.03","0.34"
"RAJESHEXPO","762.95","765.65","752.00","752.00","-13.85","-1.81","1.20","9.08","798.00","460.00","55.68","17.32"
"FSL","178.00","179.10","174.00","174.85","-3.30","-1.85","37.74","66.34","242.85","66.50","128.71","-12.03"
"KPRMILL","528.00","540.00","511.15","520.00","-9.85","-1.86","2.89","15.12","562.30","160.22","-38.43","0.47"
"ECLERX","2,221.50","2,221.50","2,144.10","2,154.80","-41.75","-1.90","0.30","6.48","2,620.80","718.10","163.63","-9.45"
"LUXIND","3,878.40","3,897.40","3,783.25","3,784.30","-74.15","-1.92","0.41","15.87","4,644.00","1,514.95","137.61","-4.09"
"OIL","209.00","209.40","204.35","205.45","-4.05","-1.93","5.55","11.42","267.80","98.05","95.76","-7.35"
"ABB","2,300.00","2,372.00","2,235.35","2,254.90","-45.50","-1.98","4.81","111.16","2,375.00","1,144.20","95.20","3.20"
"MOTILALOFS","952.00","967.00","928.00","934.90","-18.90","-1.98","1.75","16.54","1,188.00","580.00","43.80","-5.57"
"PNCINFRA","310.00","310.00","295.90","300.75","-6.40","-2.08","5.82","17.74","395.90","157.00","67.60","-11.03"
"NHPC","32.90","33.00","31.90","32.20","-0.70","-2.13","125.28","40.25","37.05","21.20","44.07","-1.23"
"ATUL","9,090.60","9,123.50","8,872.40","8,895.05","-195.55","-2.15","0.18","16.04","10,969.00","5,951.00","45.56","0.72"
"KEI","1,136.55","1,158.00","1,101.55","1,112.00","-24.55","-2.16","3.65","41.20","1,265.00","415.10","158.03","13.20"
"SUNDRMFAST","875.90","880.55","860.00","860.10","-19.70","-2.24","0.27","2.32","993.70","512.00","61.05","0.27"
"BURGERKING","162.00","162.00","157.85","159.00","-3.65","-2.24","32.29","51.54","213.80","108.40","-","-"
"LODHA","1,449.00","1,450.05","1,400.00","1,404.00","-33.35","-2.32","2.09","29.63","1,539.00","422.60","-","-"
"INOXLEISUR","406.95","407.00","397.35","398.90","-9.90","-2.42","4.93","19.75","466.00","244.00","36.70","-9.79"
"HGS","3,208.40","3,230.00","3,100.85","3,124.00","-84.40","-2.63","0.15","4.63","3,555.00","922.00","227.86","23.01"
"JMFINANCIL","77.50","77.70","75.05","75.50","-2.20","-2.83","23.98","18.24","117.70","64.90","-11.02","-10.81"
"BEML","2,004.00","2,018.00","1,930.00","1,938.25","-64.55","-3.22","4.03","79.13","2,085.00","735.95","158.80","16.37"
"TANLA","1,891.55","1,939.00","1,772.10","1,775.00","-71.95","-3.90","11.21","209.67","1,939.00","570.50","105.95","48.39"
"HFCL","92.45","93.70","85.70","86.65","-5.75","-6.22","419.28","372.95","95.70","20.95","291.20","13.71"
